Wall time,Step,Value
1673930987.424603,0,2.6384270191192627
1673931080.5075128,1,1.7209526300430298
1673931173.0688205,2,1.4855626821517944
1673931264.720114,3,1.3285375833511353
1673931359.1051161,4,1.1934539079666138
1673931452.1019397,5,1.088241457939148
1673931545.4054394,6,0.9911050200462341
1673931639.4966998,7,0.918019711971283
1673931739.7414627,8,0.8637800216674805
1673931840.4318588,9,0.8106796145439148
1673931941.7415028,10,1.654106616973877
1673932041.5640163,11,1.1756749153137207
1673932139.5835123,12,0.9781701564788818
1673932237.8541083,13,0.8501413464546204
1673932336.1667402,14,0.7538760304450989
1673932435.9092286,15,0.7069432735443115
1673932532.5406535,16,0.6265377402305603
1673932630.4357903,17,0.5913996696472168
1673932728.8057842,18,0.5491342544555664
1673932852.5804513,19,0.5097815990447998
1673932951.1200705,20,0.490359365940094
1673933049.337422,21,0.4671952426433563
1673933148.2265613,22,0.44222593307495117
1673933246.5730498,23,0.42332300543785095
1673933344.2991927,24,0.40714630484580994
1673933442.4673576,25,0.38933151960372925
1673933540.444258,26,0.37662026286125183
1673933638.0832045,27,0.3667011559009552
1673933735.7469726,28,0.3543528616428375
1673933833.478047,29,0.3474496603012085
1673933931.3845675,30,0.33746638894081116
1673934029.3591483,31,0.3311532139778137
1673934125.6772215,32,0.32379835844039917
1673934217.3946333,33,0.31534960865974426
1673934310.2226436,34,0.31300342082977295
1673934403.1007822,35,0.303329199552536
1673934498.3578644,36,0.29959914088249207
1673934593.3755069,37,0.29382529854774475
1673934686.9819,38,0.2874106466770172
1673934782.3209107,39,0.2789711654186249
1673934872.8638449,40,0.2771003246307373
1673934963.1068854,41,0.2671184539794922
1673935052.9963534,42,0.2712811529636383
1673935143.382231,43,0.2728433310985565
1673935237.825013,44,0.25700029730796814
1673935332.0818887,45,0.2633969187736511
1673935429.2220662,46,0.25614479184150696
1673935522.2323065,47,0.25244563817977905
1673935616.7525718,48,0.24486026167869568
1673935710.8821714,49,0.2445884793996811
1673935807.331031,50,0.23937705159187317
1673935902.6222937,51,0.2334498018026352
1673935996.4154112,52,0.23555268347263336
1673936090.16521,53,0.23502981662750244
1673936184.3855588,54,0.2323361039161682
1673936278.871672,55,0.22920459508895874
1673936371.9472742,56,0.2285325527191162
1673936464.637859,57,0.22550833225250244
1673936560.2674565,58,0.2215930074453354
1673936653.6964586,59,0.22114159166812897
1673936747.2762828,60,0.21957731246948242
1673936842.746037,61,0.2172124832868576
1673936935.5966828,62,0.2118360549211502
1673937028.191945,63,0.2134481519460678
1673937120.6073234,64,0.20683987438678741
1673937214.0952613,65,0.20605351030826569
1673937308.1145124,66,0.20361877977848053
1673937401.4823554,67,0.20552733540534973
1673937494.7207062,68,0.19952347874641418
1673937588.8395424,69,0.20385554432868958
1673937690.9383836,70,0.20541876554489136
1673937787.4687912,71,0.1977953314781189
1673937881.3190587,72,0.19634166359901428
1673937974.2237434,73,0.20248112082481384
1673938067.8492038,74,0.19636143743991852
1673938161.2965527,75,0.19872291386127472
1673938254.6414807,76,0.1900065392255783
1673938347.395823,77,0.19387386739253998
1673938440.6253362,78,0.1883215606212616
1673938533.5764601,79,0.19717691838741302
1673938626.9071932,80,0.09748085588216782
1673938722.0635128,81,0.06299947202205658
1673938814.6881814,82,0.0533377006649971
1673938908.616175,83,0.045954037457704544
1673939003.6503098,84,0.03916900232434273
1673939097.427549,85,0.03650280833244324
1673939193.534345,86,0.03355253115296364
1673939289.0482285,87,0.030129501596093178
1673939384.902126,88,0.02603844366967678
1673939480.0297735,89,0.026549337431788445
1673939574.8684356,90,0.023901768028736115
1673939669.3690937,91,0.021518239751458168
1673939765.3714888,92,0.02089257910847664
1673939859.3260596,93,0.019680021330714226
1673939954.4424748,94,0.01885109953582287
1673940048.004594,95,0.016736896708607674
1673940142.036094,96,0.016900241374969482
